Device name,OS,OS version,Compliance state,Last check-in,Ownership,Management name,Primary user
BU3-PWCERP016,Windows,10.0.19045,Compliant,2026-06-24T18:12:09.966Z,Corporate,BU3-PWCERP016_Windows,bu3\user781
BU5-PWCCRM019,Windows,10.0.19045,Compliant,2026-06-24T05:27:55.300Z,Corporate,BU5-PWCCRM019_Windows,bu5\user692
BU5-PWCERP005,Windows,10.0.19045,Compliant,2026-06-23T19:54:15.465Z,Corporate,BU5-PWCERP005_Windows,bu5\user454
BU1-PWCEXC065,Windows,10.0.19045,Noncompliant,2026-06-24T12:19:21.729Z,Corporate,BU1-PWCEXC065_Windows,bu1\user745
BU1-PWCSHP072,Windows,10.0.19045,Compliant,2026-06-23T14:52:34.669Z,Corporate,BU1-PWCSHP072_Windows,bu1\user618
BU2-DWCSHP025,Windows,10.0.19045,Compliant,2026-06-24T23:40:23.577Z,Corporate,BU2-DWCSHP025_Windows,bu2\user750
BU3-PWCADC027,Windows,10.0.19045,Compliant,2026-06-23T07:33:59.160Z,Corporate,BU3-PWCADC027_Windows,bu3\user870
BU4-DWCWEB016,Windows,10.0.19045,Compliant,2026-06-24T06:31:11.722Z,Corporate,BU4-DWCWEB016_Windows,bu4\user637
BU5-PWCDNS045,Windows,10.0.19045,Compliant,2026-03-24T21:40:05.622Z,Corporate,BU5-PWCDNS045_Windows,bu5\user705
BU2-SWCAPP036,Windows,10.0.22631,Compliant,2026-06-25T02:04:04.571Z,Corporate,BU2-SWCAPP036_Windows,bu2\user227
BU1-DWCFIL018,Windows,10.0.19045,Compliant,2026-06-23T07:25:00.904Z,Corporate,BU1-DWCFIL018_Windows,bu1\user416
BU3-PWCIIS032,Windows,10.0.19045,Compliant,2026-06-24T04:08:18.559Z,Corporate,BU3-PWCIIS032_Windows,bu3\user562
BU5-SWCDNS031,Windows,10.0.19045,Compliant,2026-05-10T04:20:53.314Z,Corporate,BU5-SWCDNS031_Windows,bu5\user556
BU3-SWCSHP008,Windows,10.0.19045,Noncompliant,2026-06-24T21:41:54.159Z,Corporate,BU3-SWCSHP008_Windows,bu3\user653
BU5-SWCRDP018,Windows,10.0.22631,Compliant,2026-06-24T09:34:16.168Z,Corporate,BU5-SWCRDP018_Windows,bu5\user335
BU1-PWCWEB138,Windows,10.0.22631,Compliant,2026-06-23T15:26:54.338Z,Corporate,BU1-PWCWEB138_Windows,bu1\user892
BU4-PLCAPP043,Linux,10.0.19045,Compliant,2026-06-25T01:59:55.756Z,Corporate,BU4-PLCAPP043_Linux,bu4\user217
BU1-PWCERP012,Windows,10.0.19045,Compliant,2026-06-24T23:10:56.620Z,Corporate,BU1-PWCERP012_Windows,bu1\user282
BU3-PWCEXC032,Windows,10.0.19045,Compliant,2026-06-24T16:18:41.603Z,Corporate,BU3-PWCEXC032_Windows,bu3\user81
BU3-SWCEXC016,Windows,10.0.19045,Compliant,2026-06-25T00:01:15.339Z,Corporate,BU3-SWCEXC016_Windows,bu3\user398
BU4-PWCEXC037,Windows,10.0.19045,Noncompliant,2026-06-24T07:58:16.766Z,Corporate,BU4-PWCEXC037_Windows,bu4\user112
BU2-SWCRDP028,Windows,10.0.19045,Compliant,2026-06-24T09:46:55.755Z,Corporate,BU2-SWCRDP028_Windows,bu2\user124
BU1-PWCERP111,Windows,10.0.19045,Compliant,2026-03-01T04:00:32.387Z,Corporate,BU1-PWCERP111_Windows,bu1\user559
BU5-PWCSQL066,Windows,10.0.19045,Compliant,2026-06-24T14:59:08.199Z,Corporate,BU5-PWCSQL066_Windows,bu5\user868
BU3-SWCDNS017,Windows,10.0.19045,Compliant,2026-06-24T20:52:59.738Z,Corporate,BU3-SWCDNS017_Windows,bu3\user92
BU1-DLCORA007,Linux,10.0.19045,Compliant,2026-06-24T21:46:20.138Z,Corporate,BU1-DLCORA007_Linux,bu1\user515
BU4-DWCRDP006,Windows,10.0.19045,Compliant,2026-06-23T20:56:02.990Z,Corporate,BU4-DWCRDP006_Windows,bu4\user280
BU1-PWCIIS110,Windows,10.0.19045,Compliant,2026-06-24T05:52:08.194Z,Corporate,BU1-PWCIIS110_Windows,bu1\user290
BU2-PWCSHP051,Windows,10.0.19045,Noncompliant,2026-06-24T08:39:14.569Z,Corporate,BU2-PWCSHP051_Windows,bu2\user850
BU5-PWCRDP035,Windows,10.0.22631,Compliant,2026-06-24T01:30:26.827Z,Corporate,BU5-PWCRDP035_Windows,bu5\user57
BU2-DWCERP001,Windows,10.0.19045,Compliant,2026-06-24T16:11:59.488Z,Corporate,BU2-DWCERP001_Windows,bu2\user424
BU1-SWCSHP066,Windows,10.0.19045,Compliant,2026-06-23T13:13:20.731Z,Corporate,BU1-SWCSHP066_Windows,bu1\user422
BU1-PWCRDP136,Windows,10.0.22631,Compliant,2026-06-25T04:02:33.252Z,Corporate,BU1-PWCRDP136_Windows,bu1\user650
BU1-PWCSAP036,Windows,10.0.19045,Compliant,2026-06-24T13:14:52.440Z,Corporate,BU1-PWCSAP036_Windows,bu1\user564
BU4-SWCSQL037,Windows,10.0.19045,Compliant,2026-03-06T10:39:39.771Z,Corporate,BU4-SWCSQL037_Windows,bu4\user778
BU1-PWCWEB142,Windows,10.0.22631,Compliant,2026-06-24T04:05:34.418Z,Corporate,BU1-PWCWEB142_Windows,bu1\user74
BU3-PWCCRM016,Windows,10.0.22631,Noncompliant,2026-06-25T04:45:14.433Z,Corporate,BU3-PWCCRM016_Windows,bu3\user293
BU1-PWCSQL043,Windows,10.0.19045,Compliant,2026-06-24T23:33:16.861Z,Corporate,BU1-PWCSQL043_Windows,bu1\user835
BU4-SWCEXC037,Windows,10.0.19045,Compliant,2026-04-16T06:00:02.537Z,Corporate,BU4-SWCEXC037_Windows,bu4\user585
BU2-PWCFIL050,Windows,10.0.19045,Compliant,2026-06-24T02:45:46.163Z,Corporate,BU2-PWCFIL050_Windows,bu2\user880
BU4-PWCSAP033,Windows,10.0.19045,Compliant,2026-06-25T00:03:50.040Z,Corporate,BU4-PWCSAP033_Windows,bu4\user393
BU5-PWCAPP092,Windows,10.0.19045,Compliant,2026-03-26T17:41:45.658Z,Corporate,BU5-PWCAPP092_Windows,bu5\user130
BU4-PWCWEB029,Windows,10.0.19045,Compliant,2026-06-24T17:07:15.985Z,Corporate,BU4-PWCWEB029_Windows,bu4\user238
BU2-PWCIDM077,Windows,10.0.22631,Compliant,2026-06-24T02:55:22.322Z,Corporate,BU2-PWCIDM077_Windows,bu2\user804
BU2-SWCSQL040,Windows,10.0.22631,Noncompliant,2026-06-24T07:08:37.161Z,Corporate,BU2-SWCSQL040_Windows,bu2\user740
BU4-DWCEXC010,Windows,10.0.19045,Compliant,2026-06-24T14:49:27.215Z,Corporate,BU4-DWCEXC010_Windows,bu4\user476
BU4-PWCIIS049,Windows,10.0.19045,Noncompliant,2026-06-24T14:25:38.659Z,Corporate,BU4-PWCIIS049_Windows,bu4\user464
BU1-PWCWEB159,Windows,10.0.22631,Compliant,2026-06-23T08:05:35.790Z,Corporate,BU1-PWCWEB159_Windows,bu1\user759
BU1-PWCERP052,Windows,10.0.19045,Compliant,2026-06-25T05:49:33.220Z,Corporate,BU1-PWCERP052_Windows,bu1\user769
BU4-DWCDNS026,Windows,10.0.19045,Noncompliant,2026-06-24T08:58:19.750Z,Corporate,BU4-DWCDNS026_Windows,bu4\user422
BU1-PWCEXC051,Windows,10.0.19045,Compliant,2026-06-24T08:51:41.996Z,Corporate,BU1-PWCEXC051_Windows,bu1\user262
BU1-PWCSHP093,Windows,10.0.19045,Compliant,2026-06-25T06:02:43.458Z,Corporate,BU1-PWCSHP093_Windows,bu1\user841
BU5-PWCSHP025,Windows,10.0.19045,Compliant,2026-06-25T04:42:32.275Z,Corporate,BU5-PWCSHP025_Windows,bu5\user150
BU4-DWCPRT032,Windows,10.0.19045,Compliant,2026-06-23T11:45:49.248Z,Corporate,BU4-DWCPRT032_Windows,bu4\user484
BU4-PWCFIL109,Windows,10.0.22631,Noncompliant,2026-06-24T03:08:48.875Z,Corporate,BU4-PWCFIL109_Windows,bu4\user799
BU5-PWCPRT023,Windows,10.0.19045,Compliant,2026-06-24T19:25:50.219Z,Corporate,BU5-PWCPRT023_Windows,bu5\user687
BU4-PWCIDM119,Windows,10.0.19045,Compliant,2026-06-23T21:25:08.725Z,Corporate,BU4-PWCIDM119_Windows,bu4\user418
BU1-SLCDKR006,Linux,10.0.19045,Compliant,2026-06-23T15:22:10.767Z,Corporate,BU1-SLCDKR006_Linux,bu1\user197
BU1-DWCPRT027,Windows,10.0.19045,Compliant,2026-06-24T16:05:22.631Z,Corporate,BU1-DWCPRT027_Windows,bu1\user811
BU5-DWCSQL006,Windows,10.0.19045,Compliant,2026-06-24T17:17:38.931Z,Corporate,BU5-DWCSQL006_Windows,bu5\user756
BU2-DWCIIS007,Windows,10.0.19045,Compliant,2026-06-24T20:31:02.383Z,Corporate,BU2-DWCIIS007_Windows,bu2\user226
BU2-PWCFIL100,Windows,10.0.19045,Compliant,2026-03-14T22:49:46.774Z,Corporate,BU2-PWCFIL100_Windows,bu2\user12
BU2-PWCRDP099,Windows,10.0.22631,Compliant,2026-06-24T05:50:02.131Z,Corporate,BU2-PWCRDP099_Windows,bu2\user20
BU5-SLCSMT008,Linux,10.0.19045,Compliant,2026-06-23T16:54:26.929Z,Corporate,BU5-SLCSMT008_Linux,bu5\user134
BU3-SWCSAP029,Windows,10.0.19045,Compliant,2026-06-23T17:53:26.909Z,Corporate,BU3-SWCSAP029_Windows,bu3\user837
BU1-PWCPRT034,Windows,10.0.19045,Compliant,2026-06-24T06:48:46.765Z,Corporate,BU1-PWCPRT034_Windows,bu1\user848
BU3-PWCSAP012,Windows,10.0.19045,Compliant,2026-06-24T18:01:14.000Z,Corporate,BU3-PWCSAP012_Windows,bu3\user693
BU1-PLCWEB005,Linux,10.0.19045,Compliant,2026-06-24T01:50:52.979Z,Corporate,BU1-PLCWEB005_Linux,bu1\user270
BU4-PWCERP125,Windows,10.0.22631,Compliant,2026-06-25T02:26:50.077Z,Corporate,BU4-PWCERP125_Windows,bu4\user857
BU2-DWCEXC002,Windows,10.0.22631,Compliant,2026-06-23T16:25:26.715Z,Corporate,BU2-DWCEXC002_Windows,bu2\user712
BU5-SWCERP028,Windows,10.0.19045,Compliant,2026-06-24T02:19:00.854Z,Corporate,BU5-SWCERP028_Windows,bu5\user416
BU3-PWCRDP020,Windows,10.0.22631,Compliant,2026-06-23T21:48:16.586Z,Personal,BU3-PWCRDP020_Windows,bu3\user876
BU5-SWCADC007,Windows,10.0.22631,Compliant,2026-06-23T22:35:30.626Z,Corporate,BU5-SWCADC007_Windows,bu5\user239
BU1-SLCFTP023,Linux,10.0.19045,Compliant,2026-05-13T23:27:59.538Z,Corporate,BU1-SLCFTP023_Linux,bu1\user412
BU1-DWCAPP025,Windows,10.0.19045,Compliant,2026-06-23T22:50:47.875Z,Corporate,BU1-DWCAPP025_Windows,bu1\user400
BU5-SWCCRM022,Windows,10.0.22631,Compliant,2026-06-25T01:22:22.021Z,Corporate,BU5-SWCCRM022_Windows,bu5\user354
BU3-PWCEXC054,Windows,10.0.19045,Compliant,2026-06-24T20:48:35.881Z,Corporate,BU3-PWCEXC054_Windows,bu3\user613
BU1-PWCERP117,Windows,10.0.19045,Compliant,2026-06-23T10:24:47.262Z,Corporate,BU1-PWCERP117_Windows,bu1\user137
BU5-DWCPRT006,Windows,10.0.19045,Compliant,2026-06-25T04:59:26.238Z,Corporate,BU5-DWCPRT006_Windows,bu5\user477
BU4-PWCEXC105,Windows,10.0.19045,Compliant,2026-06-23T08:22:33.337Z,Corporate,BU4-PWCEXC105_Windows,bu4\user570
BU3-SWCCRM012,Windows,10.0.22631,Compliant,2026-06-23T15:01:49.183Z,Corporate,BU3-SWCCRM012_Windows,bu3\user702
BU5-DWCSAP014,Windows,10.0.22631,Compliant,2026-06-24T12:01:30.541Z,Corporate,BU5-DWCSAP014_Windows,bu5\user299
BU1-DLCNGX004,Linux,10.0.19045,Noncompliant,2026-06-24T16:32:03.212Z,Corporate,BU1-DLCNGX004_Linux,bu1\user877
BU2-PWCRDP001,Windows,10.0.22631,Compliant,2026-06-24T09:54:45.832Z,Corporate,BU2-PWCRDP001_Windows,bu2\user388
BU4-DWCRDP001,Windows,10.0.19045,Noncompliant,2026-06-25T04:29:07.911Z,Corporate,BU4-DWCRDP001_Windows,bu4\user898
BU2-PWCEXC082,Windows,10.0.19045,Compliant,2026-06-24T07:00:36.516Z,Corporate,BU2-PWCEXC082_Windows,bu2\user811
BU4-PWCDNS084,Windows,10.0.22631,Compliant,2026-06-25T06:06:29.165Z,Corporate,BU4-PWCDNS084_Windows,bu4\user541
BU1-PWCSAP138,Windows,10.0.19045,Noncompliant,2026-06-24T00:20:27.440Z,Corporate,BU1-PWCSAP138_Windows,bu1\user821
BU1-SWCSQL043,Windows,10.0.22631,Compliant,2026-06-24T17:35:28.800Z,Corporate,BU1-SWCSQL043_Windows,bu1\user440
BU5-PWCSQL080,Windows,10.0.19045,Compliant,2026-06-23T09:00:35.020Z,Corporate,BU5-PWCSQL080_Windows,bu5\user729
BU5-PWCERP014,Windows,10.0.19045,Compliant,2026-06-24T14:08:38.259Z,Corporate,BU5-PWCERP014_Windows,bu5\user269
BU5-DWCWEB006,Windows,10.0.19045,Compliant,2026-06-24T20:01:59.224Z,Corporate,BU5-DWCWEB006_Windows,bu5\user395
BU4-PWCEXC070,Windows,10.0.19045,Compliant,2026-06-23T22:20:36.408Z,Corporate,BU4-PWCEXC070_Windows,bu4\user5
BU4-PWCDNS022,Windows,10.0.22631,Compliant,2026-06-23T20:22:15.101Z,Corporate,BU4-PWCDNS022_Windows,bu4\user336
BU2-SWCDNS012,Windows,10.0.19045,Compliant,2026-06-23T18:29:31.964Z,Corporate,BU2-SWCDNS012_Windows,bu2\user159
BU1-PWCDNS134,Windows,10.0.22631,Compliant,2026-06-23T14:03:38.147Z,Corporate,BU1-PWCDNS134_Windows,bu1\user81
BU1-PLCJMP011,Linux,10.0.19045,Compliant,2026-06-24T11:30:21.849Z,Corporate,BU1-PLCJMP011_Linux,bu1\user685
BU2-SWCPRT021,Windows,10.0.19045,Compliant,2026-06-24T05:17:38.354Z,Corporate,BU2-SWCPRT021_Windows,bu2\user422
BU1-PWCSHP133,Windows,10.0.19045,Compliant,2026-06-23T07:40:55.036Z,Corporate,BU1-PWCSHP133_Windows,bu1\user608
BU5-DWCSAP006,Windows,10.0.22631,Noncompliant,2026-06-23T23:25:26.619Z,Corporate,BU5-DWCSAP006_Windows,bu5\user113
BU3-PWCEXC039,Windows,10.0.19045,Compliant,2026-06-23T15:28:51.795Z,Corporate,BU3-PWCEXC039_Windows,bu3\user57
BU3-PLCELK008,Linux,10.0.19045,Compliant,2026-06-24T20:09:28.769Z,Corporate,BU3-PLCELK008_Linux,bu3\user781
BU1-PWCSQL102,Windows,10.0.19045,Compliant,2026-06-24T15:58:12.516Z,Corporate,BU1-PWCSQL102_Windows,bu1\user562
BU4-PWCEXC089,Windows,10.0.19045,Compliant,2026-06-24T23:56:38.586Z,Corporate,BU4-PWCEXC089_Windows,bu4\user777
BU2-PWCIIS026,Windows,10.0.19045,Noncompliant,2026-06-25T02:09:09.977Z,Corporate,BU2-PWCIIS026_Windows,bu2\user57
BU1-PWCFIL113,Windows,10.0.19045,Compliant,2026-06-23T07:44:43.864Z,Corporate,BU1-PWCFIL113_Windows,bu1\user565
BU1-DWCSHP042,Windows,10.0.19045,Compliant,2026-06-24T19:14:15.361Z,Corporate,BU1-DWCSHP042_Windows,bu1\user616
BU1-PWCRDP029,Windows,10.0.22631,Compliant,2026-06-25T00:11:13.580Z,Corporate,BU1-PWCRDP029_Windows,bu1\user745
BU1-PWCADC130,Windows,10.0.19045,Compliant,2026-06-24T23:15:16.723Z,Corporate,BU1-PWCADC130_Windows,bu1\user530
BU4-PLCELK052,Linux,10.0.19045,Compliant,2026-06-24T15:53:45.512Z,Corporate,BU4-PLCELK052_Linux,bu4\user318
BU4-SWCRDP048,Windows,10.0.19045,Noncompliant,2026-03-30T10:16:39.359Z,Corporate,BU4-SWCRDP048_Windows,bu4\user339
BU1-PWCIDM066,Windows,10.0.22631,Compliant,2026-06-25T03:15:19.356Z,Corporate,BU1-PWCIDM066_Windows,bu1\user499
BU2-DWCSAP004,Windows,10.0.19045,Compliant,2026-06-24T15:23:08.981Z,Corporate,BU2-DWCSAP004_Windows,bu2\user438
BU1-PWCCRM031,Windows,10.0.19045,Compliant,2026-03-09T18:12:29.288Z,Corporate,BU1-PWCCRM031_Windows,bu1\user452
BU5-DWCPRT011,Windows,10.0.19045,Compliant,2026-06-23T12:31:49.712Z,Corporate,BU5-DWCPRT011_Windows,bu5\user760
BU5-PWCAPP050,Windows,10.0.19045,Compliant,2026-06-25T06:05:28.525Z,Corporate,BU5-PWCAPP050_Windows,bu5\user684
BU2-SWCFIL013,Windows,10.0.19045,Compliant,2026-06-23T18:55:31.171Z,Corporate,BU2-SWCFIL013_Windows,bu2\user860
BU1-PWCCRM135,Windows,10.0.19045,Compliant,2026-06-25T04:30:14.776Z,Corporate,BU1-PWCCRM135_Windows,bu1\user65
BU2-DWCSAP010,Windows,10.0.19045,Compliant,2026-06-23T08:05:42.258Z,Corporate,BU2-DWCSAP010_Windows,bu2\user335
BU1-PWCFIL078,Windows,10.0.19045,Compliant,2026-06-24T21:46:29.861Z,Corporate,BU1-PWCFIL078_Windows,bu1\user286
BU2-PWCPRT060,Windows,10.0.19045,Compliant,2026-06-23T23:38:54.691Z,Corporate,BU2-PWCPRT060_Windows,bu2\user384
BU5-PWCADC075,Windows,10.0.22631,Compliant,2026-06-24T13:01:20.433Z,Corporate,BU5-PWCADC075_Windows,bu5\user212
BU5-SWCSQL007,Windows,10.0.19045,Compliant,2026-06-24T19:41:59.749Z,Corporate,BU5-SWCSQL007_Windows,bu5\user809
BU5-PWCRDP045,Windows,10.0.22631,Compliant,2026-06-24T01:26:48.597Z,Corporate,BU5-PWCRDP045_Windows,bu5\user11
BU5-SWCWEB010,Windows,10.0.19045,Compliant,2026-06-24T18:47:40.532Z,Corporate,BU5-SWCWEB010_Windows,bu5\user430
BU4-SWCAPP004,Windows,10.0.19045,Compliant,2026-06-23T20:54:19.788Z,Corporate,BU4-SWCAPP004_Windows,bu4\user131
BU2-PWCEXC021,Windows,10.0.19045,Noncompliant,2026-06-25T06:03:47.424Z,Corporate,BU2-PWCEXC021_Windows,bu2\user512
BU2-SWCEXC015,Windows,10.0.19045,Compliant,2026-06-23T10:27:38.777Z,Corporate,BU2-SWCEXC015_Windows,bu2\user51
BU3-PWCCRM014,Windows,10.0.22631,Compliant,2026-06-24T18:10:14.177Z,Corporate,BU3-PWCCRM014_Windows,bu3\user275
BU5-PWCAPP002,Windows,10.0.19045,Compliant,2026-06-25T00:30:02.183Z,Corporate,BU5-PWCAPP002_Windows,bu5\user248
BU1-SWCADC033,Windows,10.0.22631,Compliant,2026-06-24T01:57:40.995Z,Corporate,BU1-SWCADC033_Windows,bu1\user49
BU3-DWCIIS006,Windows,10.0.19045,Compliant,2026-06-24T01:22:37.471Z,Corporate,BU3-DWCIIS006_Windows,bu3\user129
BU3-PWCWEB049,Windows,10.0.19045,Compliant,2026-06-24T06:27:31.458Z,Corporate,BU3-PWCWEB049_Windows,bu3\user132
BU4-PWCRDP038,Windows,10.0.19045,Compliant,2026-06-23T09:58:54.097Z,Corporate,BU4-PWCRDP038_Windows,bu4\user496
BU1-SWCDNS048,Windows,10.0.19045,Compliant,2026-06-23T14:05:08.868Z,Corporate,BU1-SWCDNS048_Windows,bu1\user101
BU3-PWCDNS011,Windows,10.0.19045,Compliant,2026-06-24T21:37:00.496Z,Corporate,BU3-PWCDNS011_Windows,bu3\user86
BU1-SLCBAK013,Linux,10.0.19045,Compliant,2026-06-24T23:32:05.238Z,Corporate,BU1-SLCBAK013_Linux,bu1\user660
BU1-PWCIDM128,Windows,10.0.22631,Compliant,2026-06-24T08:04:32.263Z,Corporate,BU1-PWCIDM128_Windows,bu1\user81
BU2-PWCSAP001,Windows,10.0.19045,Compliant,2026-06-25T04:28:34.865Z,Corporate,BU2-PWCSAP001_Windows,bu2\user820
BU1-PWCDNS048,Windows,10.0.22631,Compliant,2026-06-24T09:36:55.634Z,Corporate,BU1-PWCDNS048_Windows,bu1\user875
BU5-PWCAPP093,Windows,10.0.19045,Compliant,2026-06-23T07:49:50.548Z,Corporate,BU5-PWCAPP093_Windows,bu5\user108
BU2-DWCAPP021,Windows,10.0.19045,Compliant,2026-06-24T22:50:38.483Z,Corporate,BU2-DWCAPP021_Windows,bu2\user369
BU4-PWCSHP035,Windows,10.0.19045,Compliant,2026-06-23T13:32:15.696Z,Corporate,BU4-PWCSHP035_Windows,bu4\user387
BU5-SWCSHP023,Windows,10.0.19045,Compliant,2026-04-10T14:47:15.005Z,Corporate,BU5-SWCSHP023_Windows,bu5\user231
BU1-DWCERP013,Windows,10.0.19045,Compliant,2026-06-23T09:35:59.995Z,Corporate,BU1-DWCERP013_Windows,bu1\user42
BU2-DWCSQL001,Windows,10.0.19045,Compliant,2026-06-23T07:37:20.958Z,Corporate,BU2-DWCSQL001_Windows,bu2\user402
BU1-PWCCRM003,Windows,10.0.19045,Compliant,2026-06-25T04:57:02.352Z,Corporate,BU1-PWCCRM003_Windows,bu1\user153
BU2-PWCRDP076,Windows,10.0.22631,Noncompliant,2026-06-25T02:35:44.683Z,Corporate,BU2-PWCRDP076_Windows,bu2\user683
BU5-SWCDNS026,Windows,10.0.19045,Noncompliant,2026-06-24T12:52:14.860Z,Corporate,BU5-SWCDNS026_Windows,bu5\user548
BU1-DLCPRX004,Linux,10.0.19045,Compliant,2026-06-23T14:33:44.630Z,Corporate,BU1-DLCPRX004_Linux,bu1\user406
BU3-SWCSHP015,Windows,10.0.19045,Compliant,2026-06-24T21:27:56.075Z,Corporate,BU3-SWCSHP015_Windows,bu3\user638
BU2-DLCJMP014,Linux,10.0.19045,Compliant,2026-06-23T22:03:24.381Z,Corporate,BU2-DLCJMP014_Linux,bu2\user316
BU1-PWCAPP159,Windows,10.0.22631,Noncompliant,2026-06-24T20:16:25.289Z,Corporate,BU1-PWCAPP159_Windows,bu1\user595
BU1-SWCFIL010,Windows,10.0.19045,Compliant,2026-06-24T12:06:39.306Z,Corporate,BU1-SWCFIL010_Windows,bu1\user314
BU3-DWCERP013,Windows,10.0.19045,Compliant,2026-06-24T23:05:28.643Z,Corporate,BU3-DWCERP013_Windows,bu3\user789
BU2-SWCSHP023,Windows,10.0.22631,Compliant,2026-06-25T06:36:30.441Z,Corporate,BU2-SWCSHP023_Windows,bu2\user36
BU4-DLCAPP001,Linux,10.0.19045,Noncompliant,2026-06-25T03:50:39.817Z,Corporate,BU4-DLCAPP001_Linux,bu4\user384
BU4-PWCSQL002,Windows,10.0.19045,Compliant,2026-06-24T09:07:41.923Z,Corporate,BU4-PWCSQL002_Windows,bu4\user246
BU1-SLCMON010,Linux,10.0.19045,Compliant,2026-06-24T17:20:52.195Z,Corporate,BU1-SLCMON010_Linux,bu1\user543
BU1-PWCSAP146,Windows,10.0.19045,Compliant,2026-06-24T18:29:03.059Z,Corporate,BU1-PWCSAP146_Windows,bu1\user169
BU2-SWCAPP010,Windows,10.0.22631,Compliant,2026-06-23T11:02:52.417Z,Corporate,BU2-SWCAPP010_Windows,bu2\user316
BU4-DWCPRT011,Windows,10.0.19045,Compliant,2026-06-23T13:18:02.285Z,Corporate,BU4-DWCPRT011_Windows,bu4\user62
BU2-SWCSQL003,Windows,10.0.22631,Noncompliant,2026-06-25T06:48:45.612Z,Corporate,BU2-SWCSQL003_Windows,bu2\user181
BU1-SLCAPI023,Linux,10.0.19045,Compliant,2026-06-24T02:12:17.108Z,Corporate,BU1-SLCAPI023_Linux,bu1\user109
BU5-PWCERP068,Windows,10.0.19045,Compliant,2026-06-25T00:20:47.546Z,Corporate,BU5-PWCERP068_Windows,bu5\user293
BU5-PWCPRT007,Windows,10.0.19045,Compliant,2026-06-25T05:42:30.017Z,Corporate,BU5-PWCPRT007_Windows,bu5\user719
BU5-PWCSAP051,Windows,10.0.19045,Compliant,2026-06-24T17:34:30.340Z,Corporate,BU5-PWCSAP051_Windows,bu5\user281
BU4-PWCIIS011,Windows,10.0.19045,Compliant,2026-06-23T08:14:10.152Z,Corporate,BU4-PWCIIS011_Windows,bu4\user449
BU5-DLCWEB004,Linux,10.0.19045,Compliant,2026-06-24T22:56:12.357Z,Corporate,BU5-DLCWEB004_Linux,bu5\user782
BU2-DWCRDP017,Windows,10.0.19045,Compliant,2026-06-23T07:44:24.645Z,Corporate,BU2-DWCRDP017_Windows,bu2\user86
BU4-SWCWEB036,Windows,10.0.19045,Compliant,2026-06-24T14:25:16.629Z,Corporate,BU4-SWCWEB036_Windows,bu4\user412
BU1-DWCSHP018,Windows,10.0.19045,Compliant,2026-06-24T10:59:46.240Z,Corporate,BU1-DWCSHP018_Windows,bu1\user59
BU2-PWCDNS096,Windows,10.0.19045,Compliant,2026-06-24T19:53:33.763Z,Corporate,BU2-PWCDNS096_Windows,bu2\user449
BU1-SWCADC015,Windows,10.0.22631,Compliant,2026-06-24T08:00:16.377Z,Corporate,BU1-SWCADC015_Windows,bu1\user268
BU1-PLCAPP005,Linux,10.0.19045,Compliant,2026-06-23T18:58:27.235Z,Corporate,BU1-PLCAPP005_Linux,bu1\user323
BU3-DWCSHP009,Windows,10.0.19045,Compliant,2026-06-24T15:04:52.024Z,Corporate,BU3-DWCSHP009_Windows,bu3\user113
BU3-SWCSQL003,Windows,10.0.19045,Compliant,2026-06-24T09:53:29.327Z,Corporate,BU3-SWCSQL003_Windows,bu3\user734
BU1-SWCFIL001,Windows,10.0.19045,Compliant,2026-06-23T11:07:47.483Z,Corporate,BU1-SWCFIL001_Windows,bu1\user502
BU4-PLCELK039,Linux,10.0.19045,Compliant,2026-06-23T22:51:17.395Z,Corporate,BU4-PLCELK039_Linux,bu4\user308
BU4-PLCDKR022,Linux,10.0.19045,Compliant,2026-06-24T19:26:47.167Z,Corporate,BU4-PLCDKR022_Linux,bu4\user730
BU5-SWCSHP003,Windows,10.0.19045,Compliant,2026-06-24T12:09:52.363Z,Corporate,BU5-SWCSHP003_Windows,bu5\user545
BU2-SWCADC021,Windows,10.0.19045,Compliant,2026-06-24T21:50:12.006Z,Corporate,BU2-SWCADC021_Windows,bu2\user7
BU4-SWCPRT021,Windows,10.0.19045,Compliant,2026-06-23T18:09:14.043Z,Corporate,BU4-SWCPRT021_Windows,bu4\user6
BU3-DWCSHP019,Windows,10.0.19045,Compliant,2026-06-23T07:24:17.667Z,Corporate,BU3-DWCSHP019_Windows,bu3\user339
BU5-PWCRDP001,Windows,10.0.22631,Compliant,2026-06-24T13:48:25.014Z,Corporate,BU5-PWCRDP001_Windows,bu5\user400
BU1-PWCSQL120,Windows,10.0.19045,Compliant,2026-05-12T06:03:32.567Z,Corporate,BU1-PWCSQL120_Windows,bu1\user869
BU1-PWCAPP113,Windows,10.0.22631,Compliant,2026-06-23T18:58:46.161Z,Corporate,BU1-PWCAPP113_Windows,bu1\user422
BU1-PLCLOG027,Linux,10.0.19045,Compliant,2026-06-24T03:20:52.943Z,Corporate,BU1-PLCLOG027_Linux,bu1\user95
BU5-PWCPRT060,Windows,10.0.19045,Compliant,2026-06-23T21:49:16.696Z,Corporate,BU5-PWCPRT060_Windows,bu5\user264
BU2-PWCAPP054,Windows,10.0.22631,Compliant,2026-04-19T16:12:43.400Z,Corporate,BU2-PWCAPP054_Windows,bu2\user106
BU2-PWCSQL050,Windows,10.0.19045,Compliant,2026-06-24T23:51:50.994Z,Corporate,BU2-PWCSQL050_Windows,bu2\user77
