Hostname,IP address history,OS version,Sensor version,Manufacturer,Last seen
BU1-PLCAPP015,10.10.21.177,RHEL 8.10,7.40.20208.0,"VMware, Inc.",2026-06-20T12:32:54Z
BU5-DWCEXC021,"10.50.64.21, 10.17.86.133",Windows Server 2019,7.31.20631.0,Microsoft Corporation,2026-06-16T06:35:58Z
BU2-DLCPRX001.BU2.LOCAL,10.20.202.28,RHEL 10.0,7.33.20162.0,"VMware, Inc.",2026-06-25T18:58:25Z
BU4-PWCSAP004,"10.40.186.242, 10.8.244.110",Windows Server 2016,7.30.20964.0,Microsoft Corporation,2026-03-30T11:08:18Z
BU4-PWCERP018,10.40.135.145,Windows Server 2022,7.30.20072.0,Dell Inc.,2026-06-25T15:08:58Z
BU2-DWCADC028,10.20.83.146,Windows Server 2019,7.35.19276.0,Dell Inc.,2026-06-24T23:20:20Z
BU2-DLCFTP008,10.20.201.154,RHEL 8.10,7.37.20786.0,"VMware, Inc.",2026-06-25T15:49:29Z
BU5-DWCDNS004,"10.50.118.79, 10.20.119.27",Windows Server 2025,7.41.19133.0,"VMware, Inc.",2026-06-26T02:25:15Z
BU5-PWCEXC065,10.50.135.213,Windows Server 2016,7.39.19744.0,"VMware, Inc.",2026-06-24T18:31:35Z
BU1-DWCWEB034,10.10.61.72,Windows Server 2019,7.30.19925.0,"VMware, Inc.",2026-06-25T10:56:15Z
BU1-PWCDNS151,10.10.189.29,Windows Server 2022,7.37.20056.0,"VMware, Inc.",2026-06-19T13:29:10Z
BU2-PLCAPI022,10.20.118.160,RHEL 8.10,7.38.19666.0,Dell Inc.,2026-06-25T00:35:33Z
BU1-PWCPRT161,10.10.184.136,Windows Server 2019,7.39.20282.0,Microsoft Corporation,2026-06-25T08:14:01Z
BU1-PWCERP029,10.10.120.158,Windows Server 2025,7.32.20448.0,"VMware, Inc.",2026-06-25T02:16:49Z
BU2-PLCNGX031,10.20.160.37,RHEL 9.6,7.31.20445.0,HPE,2026-06-25T13:29:45Z
BU5-PWCPRT037,"10.50.163.226, 10.16.27.16",Windows Server 2019,7.37.19030.0,"VMware, Inc.",2026-06-25T05:02:58Z
BU5-PWCRDP040,10.50.6.60,Windows Server 2022,7.36.19046.0,Microsoft Corporation,2026-06-26T02:58:09Z
BU1-SWCIIS029.BU1.LOCAL,"10.10.136.15, 10.3.71.165",Windows Server 2025,7.38.20239.0,"VMware, Inc.",2026-06-25T02:25:22Z
BU5-SLCELK006,10.50.99.224,RHEL 8.10,7.40.20547.0,"VMware, Inc.",2026-06-25T21:49:22Z
BU5-PWCIDM087.BU5.LOCAL,10.50.71.28,Windows Server 2019,7.40.20479.0,"VMware, Inc.",2026-06-25T21:22:54Z
BU4-PLCPRX019,"10.40.12.144, 10.17.235.89",RHEL 10.0,7.31.19322.0,"VMware, Inc.",2026-06-16T21:03:13Z
BU4-SWCADC062,10.40.211.62,Windows Server 2019,7.39.19768.0,Dell Inc.,2026-06-25T03:19:50Z
BU4-PLCJMP030,"10.40.138.173, 10.13.32.68",RHEL 10.0,7.30.20960.0,Microsoft Corporation,2026-06-24T23:45:28Z
BU1-PWCWEB116,10.10.14.73,Windows Server 2022,7.33.19466.0,Dell Inc.,2026-06-25T22:50:20Z
BU2-PWCSQL056,10.20.218.10,Windows Server 2019,7.36.20064.0,"VMware, Inc.",2026-06-25T20:26:17Z
BU1-PWCEXC049,10.10.29.42,Windows Server 2025,7.30.19103.0,"VMware, Inc.",2026-06-18T09:47:01Z
BU1-PWCIIS137,10.10.33.82,Windows Server 2025,7.35.20833.0,"VMware, Inc.",2026-06-25T07:27:52Z
BU2-PLCORA016,10.20.65.81,RHEL 9.6,7.31.19175.0,Microsoft Corporation,2026-06-26T03:19:16Z
BU1-SWCSAP026.BU1.LOCAL,10.10.97.180,Windows Server 2016,7.37.19116.0,"VMware, Inc.",2026-06-25T06:22:40Z
BU2-PLCORA024,10.20.104.192,RHEL 9.6,7.37.20330.0,Microsoft Corporation,2026-06-25T03:26:20Z
BU3-PWCDNS054.BU3.LOCAL,10.30.120.6,Windows Server 2016,7.30.20643.0,Dell Inc.,2026-06-25T07:59:02Z
BU3-PLCMON012,"10.30.221.146, 10.5.130.93",RHEL 9.6,7.31.19809.0,Dell Inc.,2026-06-25T15:10:18Z
BU1-PWCERP056.BU1.LOCAL,10.10.32.49,Windows Server 2025,7.33.20047.0,"VMware, Inc.",2026-06-25T09:45:01Z
BU1-PLCDKR037,10.10.181.53,RHEL 8.10,7.35.20002.0,HPE,2026-06-25T00:48:36Z
BU2-PWCADC095,10.20.51.147,Windows Server 2016,7.35.20903.0,Microsoft Corporation,2026-06-25T09:22:53Z
BU4-DWCCRM008,10.40.113.52,Windows Server 2019,7.41.20517.0,Dell Inc.,2026-06-25T17:34:32Z
BU2-PLCPGS035,10.20.40.156,RHEL 10.0,7.41.20593.0,"VMware, Inc.",2026-06-25T09:39:40Z
BU3-SWCERP024,10.30.117.155,Windows Server 2022,7.38.20338.0,Microsoft Corporation,2026-06-25T23:37:36Z
BU1-PWCFIL155,10.10.48.148,Windows Server 2019,7.32.20804.0,"VMware, Inc.",2026-06-25T03:55:21Z
BU5-PWCWEB062,10.50.199.85,Windows Server 2019,7.41.20666.0,"VMware, Inc.",2026-06-25T04:06:23Z
BU5-PLCELK008.BU5.LOCAL,10.50.203.233,RHEL 8.10,7.34.20418.0,"VMware, Inc.",2026-06-26T03:34:42Z
BU5-PWCADC081,"10.50.81.77, 10.13.202.159",Windows Server 2022,7.34.20674.0,Microsoft Corporation,2026-06-25T20:14:04Z
BU3-DWCSHP018.BU3.LOCAL,"10.30.146.132, 10.19.41.184",Windows Server 2019,7.36.19506.0,Dell Inc.,2026-06-16T22:17:32Z
BU2-SWCSHP035,"10.20.180.235, 10.9.178.111",Windows Server 2022,7.34.19240.0,Microsoft Corporation,2026-06-25T07:03:15Z
BU3-SWCWEB017,10.30.204.230,Windows Server 2016,7.37.20344.0,"VMware, Inc.",2026-06-25T03:55:38Z
BU1-DWCRDP027,10.10.102.23,Windows Server 2022,7.41.19542.0,"VMware, Inc.",2026-06-25T14:01:48Z
BU1-SLCAPP011,10.10.127.73,RHEL 8.10,7.34.19743.0,"VMware, Inc.",2026-06-14T11:47:44Z
BU4-PWCRDP089,"10.40.6.5, 10.7.153.29",Windows Server 2025,7.31.19847.0,HPE,2026-06-22T01:42:11Z
BU1-PWCRDP130,10.10.49.146,Windows 11,7.37.20534.0,"VMware, Inc.",2026-06-25T11:29:43Z
BU2-DLCBAK002,10.20.82.146,RHEL 10.0,7.36.19096.0,"VMware, Inc.",2026-06-25T09:32:48Z
BU3-SWCPRT031,10.30.155.33,Windows Server 2025,7.39.19635.0,Dell Inc.,2026-06-25T08:29:49Z
BU1-PWCSAP068,10.10.254.114,Windows Server 2016,7.39.20959.0,"VMware, Inc.",2026-06-24T17:57:05Z
BU2-PWCSHP073,10.20.74.69,Windows Server 2016,7.39.19147.0,Microsoft Corporation,2026-06-25T22:04:38Z
BU2-PLCSMT002,"10.20.165.52, 10.7.252.250",RHEL 8.10,7.36.19065.0,"VMware, Inc.",2026-06-25T13:43:08Z
BU4-PLCBAK032.BU4.LOCAL,10.40.100.83,RHEL 10.0,7.33.19191.0,"VMware, Inc.",2026-05-02T18:05:58Z
BU5-SWCSQL020,10.50.120.191,Windows Server 2025,7.40.19077.0,"VMware, Inc.",2026-06-25T04:59:44Z
BU1-SWCFIL052,"10.10.107.229, 10.19.216.163",Windows Server 2016,7.30.20393.0,"VMware, Inc.",2026-06-25T21:51:21Z
BU4-PWCPRT114,10.40.119.190,Windows Server 2025,7.30.20642.0,"VMware, Inc.",2026-06-25T15:33:08Z
BU5-SLCPRX002,10.50.215.21,RHEL 9.6,7.30.19602.0,Dell Inc.,2026-06-16T23:56:48Z
BU4-PWCSAP098,10.40.181.248,Windows Server 2016,7.31.19768.0,Dell Inc.,2026-06-25T22:25:28Z
BU3-PWCIIS034,"10.30.212.201, 10.13.30.105",Windows Server 2016,7.40.20089.0,"VMware, Inc.",2026-06-14T13:00:52Z
BU1-DLCPGS004,10.10.41.59,RHEL 10.0,7.33.19779.0,"VMware, Inc.",2026-06-25T00:23:18Z
BU2-PLCWEB006.BU2.LOCAL,10.20.188.214,RHEL 10.0,7.35.19691.0,"VMware, Inc.",2026-06-25T15:06:04Z
BU1-PLCDKR005,10.10.248.140,RHEL 8.10,7.36.19341.0,"VMware, Inc.",2026-06-25T09:06:42Z
BU4-PLCPGS036,10.40.78.19,RHEL 10.0,7.40.20301.0,"VMware, Inc.",2026-06-25T07:01:07Z
BU3-PLCAPI002,10.30.149.187,RHEL 9.6,7.39.19816.0,Dell Inc.,2026-06-25T19:46:43Z
BU5-PWCIDM076.BU5.LOCAL,10.50.237.77,Windows Server 2019,7.36.20137.0,Microsoft Corporation,2026-06-25T06:12:14Z
BU5-PWCDNS079,"10.50.203.241, 10.11.17.85",Windows Server 2016,7.38.19236.0,Dell Inc.,2026-06-14T10:54:50Z
BU4-PWCFIL078.BU4.LOCAL,10.40.209.157,Windows Server 2022,7.38.19483.0,"VMware, Inc.",2026-06-25T08:40:58Z
BU3-PLCJMP024,10.30.25.145,RHEL 10.0,7.30.20324.0,"VMware, Inc.",2026-06-25T02:30:21Z
BU5-SLCAPP014,10.50.112.96,RHEL 8.10,7.32.20026.0,HPE,2026-06-25T13:18:00Z
BU1-PLCLOG062,10.10.123.88,RHEL 10.0,7.33.19008.0,Microsoft Corporation,2026-06-25T00:00:15Z
BU4-DLCWEB003,10.40.145.84,RHEL 10.0,7.35.20779.0,"VMware, Inc.",2026-06-25T06:47:39Z
BU1-SWCDNS030,10.10.68.50,Windows Server 2025,7.31.20675.0,Microsoft Corporation,2026-06-25T02:42:54Z
BU5-PWCIDM051.BU5.LOCAL,10.50.81.74,Windows Server 2019,7.31.19484.0,Microsoft Corporation,2026-06-25T09:27:05Z
BU2-SWCWEB037,10.20.130.183,Windows Server 2016,7.31.19078.0,"VMware, Inc.",2026-06-25T05:27:03Z
BU3-SLCSMT011,10.30.187.46,RHEL 10.0,7.37.20073.0,Dell Inc.,2026-06-14T08:22:05Z
BU5-PWCWEB061,10.50.227.188,Windows Server 2019,7.30.20161.0,HPE,2026-06-24T22:09:29Z
BU3-PWCIIS047,"10.30.185.21, 10.19.202.240",Windows Server 2016,7.30.19237.0,Microsoft Corporation,2026-06-25T09:23:56Z
BU2-SWCWEB014,"10.20.123.70, 10.16.195.44",Windows Server 2016,7.40.19085.0,Microsoft Corporation,2026-06-25T03:17:45Z
BU3-SWCEXC014,"10.30.53.209, 10.9.71.31",Windows Server 2025,7.38.19797.0,Microsoft Corporation,2026-05-09T04:30:43Z
BU1-PWCSQL108,10.10.81.212,Windows Server 2019,7.30.20102.0,Dell Inc.,2026-06-24T19:54:45Z
BU2-PWCEXC031,10.20.250.27,Windows Server 2019,7.41.20987.0,Dell Inc.,2026-06-25T04:01:04Z
BU4-PWCSHP026,10.40.246.158,Windows Server 2025,7.39.19844.0,Dell Inc.,2026-06-24T21:30:34Z
BU2-DWCEXC008,10.20.4.42,Windows Server 2022,7.30.20433.0,"VMware, Inc.",2026-06-24T16:31:21Z
BU1-PWCIDM035.BU1.LOCAL,10.10.19.32,Windows 11,7.38.20468.0,Microsoft Corporation,2026-04-13T03:48:31Z
BU4-PWCIDM004,10.40.234.103,Windows Server 2016,7.30.19995.0,Microsoft Corporation,2026-04-15T11:02:16Z
BU1-PWCIIS083.BU1.LOCAL,10.10.255.128,Windows Server 2025,7.39.20256.0,Microsoft Corporation,2026-06-24T23:40:22Z
BU4-DWCIDM014,"10.40.110.234, 10.1.230.30",Windows Server 2016,7.41.20201.0,Microsoft Corporation,2026-06-25T22:16:24Z
BU1-PWCCRM095,10.10.89.83,Windows Server 2025,7.39.20225.0,Microsoft Corporation,2026-04-02T00:10:16Z
BU1-SWCPRT027,10.10.239.106,Windows Server 2022,7.31.19757.0,"VMware, Inc.",2026-06-25T06:47:29Z
BU1-PWCFIL017,10.10.118.116,Windows Server 2019,7.31.20735.0,"VMware, Inc.",2026-06-25T23:31:14Z
BU1-DWCADC043.BU1.LOCAL,"10.10.122.7, 10.8.191.120",Windows Server 2025,7.41.19846.0,"VMware, Inc.",2026-06-22T11:20:01Z
BU1-PWCSQL047,10.10.174.225,Windows Server 2019,7.32.19191.0,"VMware, Inc.",2026-06-25T12:54:15Z
BU1-PWCDNS066,10.10.115.234,Windows Server 2022,7.37.19658.0,"VMware, Inc.",2026-06-25T17:12:16Z
BU5-PLCPRX013,"10.50.122.140, 10.17.95.48",RHEL 8.10,7.34.19405.0,"VMware, Inc.",2026-04-19T21:30:23Z
BU4-PLCELK038,"10.40.255.152, 10.3.147.48",RHEL 9.6,7.35.19278.0,"VMware, Inc.",2026-06-25T10:05:43Z
BU5-PWCEXC031.BU5.LOCAL,10.50.110.175,Windows Server 2016,7.40.20179.0,Dell Inc.,2026-06-25T07:07:50Z
BU1-PWCERP080,10.10.217.139,Windows Server 2025,7.33.20569.0,"VMware, Inc.",2026-06-26T00:00:49Z
BU4-PWCIIS071.BU4.LOCAL,10.40.180.54,Windows Server 2016,7.32.19274.0,"VMware, Inc.",2026-06-14T22:42:04Z
BU3-SWCPRT011,"10.30.143.42, 10.17.143.58",Windows Server 2025,7.34.19001.0,Microsoft Corporation,2026-06-25T00:42:24Z
BU5-SWCAPP034,10.50.80.237,Windows Server 2019,7.33.19807.0,"VMware, Inc.",2026-06-25T02:01:08Z
BU5-SWCPRT003,10.50.154.95,Windows Server 2019,7.35.20203.0,Microsoft Corporation,2026-06-25T23:06:20Z
BU4-DLCAPI001,10.40.218.166,RHEL 8.10,7.32.20831.0,"VMware, Inc.",2026-06-25T07:19:20Z
BU1-SWCDNS012,10.10.170.159,Windows Server 2025,7.38.20657.0,Dell Inc.,2026-06-25T16:20:59Z
BU5-SWCDNS019,10.50.142.92,Windows Server 2016,7.30.20373.0,"VMware, Inc.",2026-06-26T02:41:18Z
BU5-DWCSHP002,10.50.151.248,Windows Server 2019,7.32.19190.0,"VMware, Inc.",2026-06-25T18:58:48Z
BU1-DWCWEB004,10.10.204.139,Windows Server 2019,7.36.19190.0,HPE,2026-06-25T10:16:50Z
BU4-SWCSQL011,10.40.192.118,Windows Server 2019,7.35.19678.0,HPE,2026-06-25T11:53:30Z
BU2-DWCSHP002,"10.20.232.181, 10.19.31.74",Windows Server 2016,7.40.19975.0,"VMware, Inc.",2026-06-25T08:35:41Z
BU4-SWCSQL045,"10.40.122.215, 10.12.57.115",Windows Server 2019,7.37.20676.0,"VMware, Inc.",2026-06-24T22:40:45Z
BU5-SWCDNS008.BU5.LOCAL,10.50.243.215,Windows Server 2016,7.35.19036.0,"VMware, Inc.",2026-06-25T02:16:55Z
BU1-PLCDKR040,10.10.101.52,RHEL 8.10,7.35.20045.0,"VMware, Inc.",2026-06-25T07:42:49Z
BU1-PWCSAP088,10.10.249.95,Windows Server 2016,7.38.19021.0,"VMware, Inc.",2026-06-25T23:44:45Z
BU5-SLCDKR002,10.50.63.160,RHEL 9.6,7.30.19521.0,"VMware, Inc.",2026-06-16T12:37:02Z
BU3-PLCFTP013.BU3.LOCAL,10.30.26.169,RHEL 8.10,7.39.19733.0,Microsoft Corporation,2026-06-25T21:15:21Z
BU3-SLCFTP008,10.30.226.13,RHEL 9.6,7.38.19106.0,"VMware, Inc.",2026-06-25T13:39:28Z
BU2-PLCAPI009,10.20.153.22,RHEL 8.10,7.31.19282.0,"VMware, Inc.",2026-06-26T00:32:43Z
BU1-SWCPRT029,"10.10.199.107, 10.2.178.198",Windows Server 2022,7.40.20257.0,"VMware, Inc.",2026-06-25T03:45:52Z
BU2-SWCEXC017,10.20.243.110,Windows Server 2016,7.38.19234.0,"VMware, Inc.",2026-06-25T16:41:25Z
BU3-PLCDKR020,"10.30.209.51, 10.1.254.29",RHEL 9.6,7.39.19558.0,HPE,2026-06-24T17:33:08Z
BU1-SWCIIS019,10.10.90.52,Windows Server 2025,7.33.19587.0,Microsoft Corporation,2026-06-24T18:57:29Z
BU1-PWCADC102,10.10.22.18,Windows Server 2019,7.30.20270.0,"VMware, Inc.",2026-06-22T01:20:09Z
BU1-PLCFTP034.BU1.LOCAL,10.10.1.22,RHEL 10.0,7.35.20092.0,"VMware, Inc.",2026-06-25T13:59:08Z
BU1-PWCIDM013,10.10.22.42,Windows 11,7.35.19344.0,"VMware, Inc.",2026-06-26T03:08:34Z
BU1-PWCPRT005,10.10.69.147,Windows Server 2019,7.40.20208.0,"VMware, Inc.",2026-06-20T12:32:54Z
BU1-PWCDNS164,"10.10.37.238, 10.17.86.133",Windows Server 2022,7.31.20631.0,Microsoft Corporation,2026-06-16T06:35:58Z
BU4-PLCLOG030.BU4.LOCAL,10.40.154.95,RHEL 10.0,7.33.20162.0,"VMware, Inc.",2026-06-25T18:58:25Z
BU2-PLCFTP019,"10.20.230.18, 10.8.244.110",RHEL 9.6,7.30.20964.0,Microsoft Corporation,2026-03-30T11:08:18Z
BU4-PWCAPP107,10.40.131.154,Windows Server 2022,7.30.20072.0,Dell Inc.,2026-06-25T15:08:58Z
BU2-SLCFTP009,10.20.61.162,RHEL 10.0,7.35.19276.0,Dell Inc.,2026-06-24T23:20:20Z
BU1-PLCDKR003,10.10.170.192,RHEL 8.10,7.37.20786.0,"VMware, Inc.",2026-06-25T15:49:29Z
BU5-PWCIDM037,"10.50.96.161, 10.20.119.27",Windows Server 2019,7.41.19133.0,"VMware, Inc.",2026-06-26T02:25:15Z
BU3-PWCRDP015,10.30.47.242,Windows 11,7.39.19744.0,"VMware, Inc.",2026-06-24T18:31:35Z
BU1-PWCADC061,10.10.75.71,Windows Server 2019,7.30.19925.0,"VMware, Inc.",2026-06-25T10:56:15Z
BU2-PLCFTP027.BU2.LOCAL,10.20.169.103,RHEL 9.6,7.34.19721.0,Microsoft Corporation,2026-05-10T20:46:30Z
BU1-SWCPRT024,10.10.60.184,Windows Server 2022,7.38.19048.0,"VMware, Inc.",2026-06-25T09:52:38Z
BU1-SWCAPP045,"10.10.116.97, 10.5.139.219",Windows Server 2016,7.37.19202.0,"VMware, Inc.",2026-06-24T19:06:26Z
BU4-PWCDNS059,"10.40.41.233, 10.14.188.193",Windows Server 2022,7.34.19020.0,"VMware, Inc.",2026-06-25T15:42:29Z
BU2-PWCEXC072.BU2.LOCAL,"10.20.145.218, 10.3.58.53",Windows Server 2019,7.34.20185.0,"VMware, Inc.",2026-06-24T19:44:58Z
BU1-PWCAPP083,10.10.128.181,Windows Server 2022,7.33.19413.0,"VMware, Inc.",2026-06-25T05:23:47Z
BU3-PWCADC002,10.30.67.121,Windows Server 2019,7.32.20888.0,"VMware, Inc.",2026-06-18T02:27:20Z
BU5-SWCFIL004,10.50.107.245,Windows Server 2022,7.40.19721.0,"VMware, Inc.",2026-06-24T20:29:30Z
BU4-PWCAPP081,10.40.171.217,Windows Server 2022,7.32.20738.0,Microsoft Corporation,2026-06-24T16:07:22Z
BU4-PWCCRM051,10.40.110.1,Windows Server 2022,7.31.19888.0,HPE,2026-06-25T21:49:20Z
BU1-PWCIIS127.BU1.LOCAL,10.10.114.147,Windows Server 2025,7.41.19325.0,Dell Inc.,2026-06-24T21:15:57Z
BU5-SWCDNS021,10.50.218.183,Windows Server 2016,7.35.19191.0,"VMware, Inc.",2026-06-25T16:49:27Z
BU5-PLCAPI003.BU5.LOCAL,"10.50.131.248, 10.5.134.152",RHEL 10.0,7.31.20934.0,"VMware, Inc.",2026-06-25T17:15:49Z
BU2-PWCAPP058,10.20.117.136,Windows Server 2022,7.38.20410.0,"VMware, Inc.",2026-06-16T19:38:19Z
BU1-SLCBAK011.BU1.LOCAL,10.10.255.75,RHEL 9.6,7.35.19757.0,"VMware, Inc.",2026-06-25T00:58:40Z
BU5-DWCWEB003,10.50.206.53,Windows Server 2025,7.36.19721.0,"VMware, Inc.",2026-06-25T08:43:05Z
BU4-DLCFTP012,10.40.227.27,RHEL 8.10,7.41.19071.0,Microsoft Corporation,2026-05-19T23:35:24Z
BU2-SWCRDP029,10.20.240.192,Windows Server 2016,7.41.19346.0,Dell Inc.,2026-06-25T03:36:30Z
BU2-SWCERP025,"10.20.125.112, 10.19.18.203",Windows Server 2025,7.31.20374.0,"VMware, Inc.",2026-06-20T20:58:34Z
BU1-PWCERP116,10.10.160.148,Windows Server 2025,7.39.20134.0,Microsoft Corporation,2026-06-25T15:36:03Z
BU2-PWCADC026,10.20.173.11,Windows Server 2016,7.33.20557.0,"VMware, Inc.",2026-06-25T17:11:16Z
BU1-SLCMON006.BU1.LOCAL,10.10.110.59,RHEL 8.10,7.30.19798.0,"VMware, Inc.",2026-06-26T00:55:41Z
BU5-PLCWEB039,"10.50.145.124, 10.8.120.201",RHEL 9.6,7.37.19560.0,"VMware, Inc.",2026-06-25T00:30:55Z
BU3-PWCSHP011,10.30.77.129,Windows Server 2019,7.30.19111.0,"VMware, Inc.",2026-06-25T07:50:31Z
BU4-PWCEXC062,10.40.77.236,Windows Server 2019,7.37.20957.0,Microsoft Corporation,2026-04-12T15:36:27Z
BU4-PLCNGX041,10.40.81.160,RHEL 10.0,7.36.20413.0,"VMware, Inc.",2026-06-25T06:20:56Z
BU1-SWCPRT051,10.10.66.168,Windows Server 2022,7.41.19137.0,Microsoft Corporation,2026-06-25T02:49:27Z
BU4-PWCCRM007,10.40.132.205,Windows Server 2022,7.31.19493.0,Dell Inc.,2026-06-25T12:39:21Z
BU2-DLCPGS002,10.20.38.209,RHEL 8.10,7.34.20297.0,"VMware, Inc.",2026-06-25T05:30:22Z
BU1-SWCSHP061,10.10.16.111,Windows Server 2016,7.41.20447.0,"VMware, Inc.",2026-06-14T12:06:06Z
BU1-DLCPGS014,10.10.20.6,RHEL 10.0,7.30.19023.0,"VMware, Inc.",2026-06-24T18:38:38Z
BU2-DWCIIS006,10.20.96.174,Windows Server 2019,7.32.19901.0,HPE,2026-06-14T11:34:17Z
BU4-PWCADC050,10.40.186.31,Windows Server 2025,7.33.20024.0,Dell Inc.,2026-06-25T06:45:05Z
BU2-PLCLOG019.BU2.LOCAL,10.20.126.186,RHEL 9.6,7.35.19142.0,"VMware, Inc.",2026-06-25T06:59:17Z
BU1-PWCPRT008,10.10.65.148,Windows Server 2019,7.36.20715.0,"VMware, Inc.",2026-06-25T20:05:42Z
BU2-PWCCRM023,10.20.44.178,Windows Server 2022,7.40.19760.0,Microsoft Corporation,2026-06-25T04:42:07Z
BU4-DWCSQL028,10.40.26.197,Windows Server 2019,7.30.20864.0,"VMware, Inc.",2026-06-25T23:14:23Z
BU3-PWCADC041,10.30.239.183,Windows Server 2019,7.38.20818.0,Microsoft Corporation,2026-06-24T15:53:03Z
BU1-SWCIDM044,10.10.234.250,Windows Server 2022,7.38.19274.0,"VMware, Inc.",2026-06-14T13:06:28Z
BU2-PWCAPP093.BU2.LOCAL,10.20.27.206,Windows Server 2022,7.36.19523.0,Microsoft Corporation,2026-06-24T19:47:05Z
BU2-DWCSHP027,10.20.244.141,Windows Server 2016,7.33.20471.0,"VMware, Inc.",2026-06-24T22:46:31Z
BU4-PWCWEB092,"10.40.88.113, 10.5.41.80",Windows Server 2025,7.33.19157.0,"VMware, Inc.",2026-06-24T18:38:36Z
BU2-PWCDNS055,10.20.247.242,Windows Server 2019,7.40.19502.0,Microsoft Corporation,2026-06-25T11:00:30Z
BU2-PWCRDP031.BU2.LOCAL,"10.20.71.79, 10.9.230.96",Windows 11,7.40.19443.0,Dell Inc.,2026-05-12T21:37:26Z
BU4-PLCAPI038,10.40.4.133,RHEL 8.10,7.41.20390.0,"VMware, Inc.",2026-04-07T20:57:01Z
BU1-PWCAPP028,10.10.97.48,Windows Server 2022,7.30.19602.0,Dell Inc.,2026-06-16T23:56:48Z
BU2-SWCRDP056,10.20.73.1,Windows Server 2016,7.31.19768.0,Dell Inc.,2026-06-25T22:25:28Z
BU2-PLCELK018,"10.20.17.248, 10.13.30.105",RHEL 8.10,7.40.20089.0,"VMware, Inc.",2026-06-14T13:00:52Z
BU1-PLCFTP029,10.10.252.38,RHEL 10.0,7.33.19779.0,"VMware, Inc.",2026-06-25T00:23:18Z
BU1-PLCFTP062.BU1.LOCAL,10.10.249.16,RHEL 10.0,7.35.19691.0,"VMware, Inc.",2026-06-25T15:06:04Z
BU1-PWCCRM139,10.10.138.250,Windows Server 2025,7.36.19341.0,"VMware, Inc.",2026-06-25T09:06:42Z
BU1-PWCERP113,10.10.230.51,Windows Server 2025,7.40.20301.0,"VMware, Inc.",2026-06-25T07:01:07Z
BU1-PWCEXC112,10.10.46.180,Windows Server 2025,7.39.19816.0,Dell Inc.,2026-06-25T19:46:43Z
BU1-PLCSMT003.BU1.LOCAL,10.10.163.237,RHEL 10.0,7.36.20137.0,Microsoft Corporation,2026-06-25T06:12:14Z
BU1-SLCELK008,"10.10.172.148, 10.11.17.85",RHEL 9.6,7.38.19236.0,Dell Inc.,2026-06-14T10:54:50Z
BU4-PWCSQL025.BU4.LOCAL,10.40.45.240,Windows Server 2019,7.38.19483.0,"VMware, Inc.",2026-06-25T08:40:58Z
BU1-PWCSHP130,10.10.90.17,Windows Server 2025,7.30.20324.0,"VMware, Inc.",2026-06-25T02:30:21Z
BU5-PWCCRM045,10.50.89.96,Windows Server 2025,7.39.20418.0,"VMware, Inc.",2026-06-25T07:29:43Z
BU1-PWCSQL015,10.10.53.181,Windows Server 2019,7.41.20164.0,"VMware, Inc.",2026-06-24T16:48:44Z
BU5-PWCEXC083,10.50.77.103,Windows Server 2016,7.39.19696.0,"VMware, Inc.",2026-06-25T12:21:03Z
BU3-PLCMON006,"10.30.96.162, 10.20.28.62",RHEL 9.6,7.31.20442.0,"VMware, Inc.",2026-06-25T21:27:47Z
BU2-PWCAPP101,"10.20.62.143, 10.3.235.197",Windows Server 2022,7.40.19252.0,"VMware, Inc.",2026-06-21T19:26:48Z
BU1-SLCMON013,10.10.139.199,RHEL 8.10,7.41.19615.0,"VMware, Inc.",2026-06-23T00:46:46Z
BU3-PWCIDM019,10.30.216.231,Windows Server 2016,7.32.20673.0,Microsoft Corporation,2026-05-19T16:53:17Z
BU4-PLCELK037,"10.40.170.235, 10.1.63.91",RHEL 9.6,7.35.20300.0,HPE,2026-06-25T07:39:29Z
BU1-PWCFIL116,10.10.5.250,Windows Server 2019,7.40.19761.0,"VMware, Inc.",2026-06-25T20:15:13Z
BU5-SWCSQL019,10.50.94.173,Windows Server 2025,7.35.19933.0,Microsoft Corporation,2026-06-20T21:59:09Z
BU1-PWCSHP012.BU1.LOCAL,10.10.163.46,Windows Server 2025,7.41.19330.0,"VMware, Inc.",2026-06-25T20:32:23Z
BU1-PWCCRM121,10.10.236.176,Windows Server 2025,7.30.20303.0,"VMware, Inc.",2026-06-25T07:15:04Z
BU4-PWCDNS130,"10.40.40.178, 10.14.233.182",Windows Server 2022,7.35.19642.0,Microsoft Corporation,2026-06-24T17:31:02Z
BU1-PLCELK056,10.10.45.2,RHEL 9.6,7.31.19959.0,Microsoft Corporation,2026-06-25T17:15:52Z
BU1-DWCADC004,10.10.71.34,Windows Server 2025,7.31.19140.0,"VMware, Inc.",2026-06-24T20:07:45Z
BU2-PWCIIS067,10.20.97.132,Windows Server 2019,7.39.20135.0,"VMware, Inc.",2026-06-25T22:49:25Z
BU5-SWCAPP014,10.50.234.94,Windows Server 2019,7.33.20999.0,Dell Inc.,2026-06-25T17:11:04Z
BU1-PLCNGX021,10.10.1.14,RHEL 8.10,7.34.19199.0,Dell Inc.,2026-06-24T23:20:36Z
BU3-SLCDKR007.BU3.LOCAL,10.30.139.134,RHEL 10.0,7.35.20575.0,"VMware, Inc.",2026-06-26T01:31:29Z
